job_class,sum
电子工程师/技术员电子工艺工程师,9
质量管理/测试工程师失效分析工程师,1
注塑工注塑工程师/技师,1
会计经理/会计主管会计,2
生产计划/物料管理采购员,1
夹具工程师/技师,7
图像处理工程师C/C++开发工程师,1
产品工艺/制程工程师电子工程师/技术员,2
焊接工程师/技师夹具工程师/技师,1
建筑机电设计工程/机械绘图员,1
知识产权/专利/商标法务主管/专员,1
工程/设备工程师焊接工程师/技师,1
产品经理/主管电子技术研发工程师,1
平面设计经理/主管平面设计师,1
激光/光电子技术光源与照明工程,2
模拟芯片工程师技术研发经理/主管,1
技术研发经理/主管模拟芯片工程师,2
导演/编导,4
西点师西点师/面包糕点加工,1
其他技术支持/维护工程师,2
技术总监/经理其他,1
人事专员招聘经理/主管,1
网络/在线客服咨询热线/呼叫中心服务人员,1
餐饮服务员配菜/打荷,1
市场助理市场/营销/拓展主管,1
产品工艺/制程工程师项目工程师,1
培训讲师培训专员/助理/培训师,1
工业设计/产品设计视觉设计师,1
审计经理/主管风险管理/控制,1
营运主管项目经理/主管,1
运维工程师技术支持/维护工程师,3
电气/电器工程师汽车电子工程师,1
电气/电器工程师电气工程师/技术员,1
UI设计师美工/电商设计师,1
激光/光电子技术销售工程师,1
半导体技术总监/部门经理,1
质量管理/测试经理供应商质量工程师,2
集成电路IC设计/应用工程师工艺整合工程师,1
客服经理客户关系经理/主管,1
机器学习工程师C/C++开发工程师,1
其他普工/操作工,1
风险控制风险管理/控制,1
市场/营销/拓展总监其他,1
供应商管理质量管理/测试主管,1
培训专员/助理/培训师档案管理员,1
叉车司机/铲车司机,5
需求工程师激光/光电子技术,1
质量管理/测试工程师工艺整合工程师,1
技术支持/维护工程师系统工程师,1
财务助理/财务文员财务主管/总账主管,1
C/C++开发工程师Python开发工程师,2
半导体技术半导体产品经理/产品工程师,4
融资专员法务主管/专员,1
其他C/C++开发工程师,1
C/C++开发工程师通信技术工程师,1
电子/电器维修工程师/技师电子工艺工程师,1
医疗器械生产/质量管理文员,1
培训经理/主管培训专员/助理/培训师,1
质量管理/测试经理技术总监/经理,1
车工普工/操作工,1
建筑工程管理/项目经理房地产项目/策划经理,1
视觉/交互设计其他,1
半导体器件工程师工程/设备工程师,1
销售工程师激光/光电子技术,2
工艺整合工程师产品工艺/制程工程师,1
业务拓展主管/经理技术研发经理/主管,1
维修工程师售前/售后技术支持工程师,2
建筑机电工程师建筑工程管理/项目经理,2
税务经理/税务主管,4
质量管理/测试经理项目总监,1
售前/售后技术支持工程师半导体设备工程师,1
文案/策划活动策划,1
文案/策划排版设计,1
房地产项目/策划经理房地产资产管理,1
产品/品牌专员市场助理,1
绩效考核经理/主管绩效考核专员/助理,1
产品经理/主管项目执行/协调人员,1
房地产项目/策划经理房地产投资管理,1
市场/营销/拓展专员渠道/分销专员,1
C/C++开发工程师Go开发工程师,1
业务拓展主管/经理半导体产品经理/产品工程师,1
工艺整合工程师半导体产品经理/产品工程师,2
汽车结构工程师电气/电器工程师,1
市场/营销/拓展主管产品/品牌专员,1
促销员/导购员店员/营业员,1
产品经理/主管产品助理,1
电子产品经理/产品工程师产品经理/主管,1
网站运营专员文案/策划,1
技术文员/助理资料员,1
市场/营销/拓展总监市场/营销/拓展专员,1
新媒体运营主播/主持人,1
空调/热能工程师机电工程师,1
电子产品经理/产品工程师售前/售后技术支持工程师,1
项目执行/协调人员运营专员,1
市场/营销/拓展主管市场通路经理/主管,1
保安人员防损员/内保,1
结构/土木/土建工程师建筑制图/模型/渲染,1
质量管理/测试工程师化工实验室研究员/技术员,1
技术支持/维护工程师电脑维修,1
前期质量工程师质量管理/测试主管,1
封装工程师半导体产品经理/产品工程师,1
市场/营销/拓展经理渠道/分销经理,1
售前/售后技术支持工程师机器人调试工程师,1
销售主管高级客户经理/客户经理,1
项目主管工业设计/产品设计,1
技术支持/维护工程师配置管理工程师,1
绩效考核经理/主管,7
电池/电源开发机械工程师,1
统计员财务助理/财务文员,1
光源与照明工程电子工程师/技术员,1
贸易/外贸经理/主管国内贸易人员,2
网站运营专员贸易/外贸专员/助理,1
电子工程师/技术员技术支持/维护工程师,2
质量管理/测试主管可靠度工程师,1
激光/光电子技术电子工程师/技术员,1
后期制作摄影师/摄像师,1
采购员大学/大专应届毕业生,1
市场分析/调研人员市场/营销/拓展专员,2
质量管理/测试工程师供应商质量工程师,1
质量管理/测试经理半导体技术,1
大客户销售业务拓展主管/经理,2
客服专员/助理订单处理员,1
风险管理/控制风险控制,1
产品经理/主管化工技术应用/化工工程师,1
运营专员生产计划/物料管理,1
医疗器械注册医疗器械生产/质量管理,1
项目经理产品经理/主管,1
技术文员/助理总裁助理/总经理助理,1
技术总监/经理项目主管,1
半导体产品经理/产品工程师封装工程师,1
工程/设备工程师售前/售后技术支持工程师,2
互联网营销师市场/营销/拓展经理,1
客户关系经理/主管业务拓展主管/经理,2
咨询热线/呼叫中心服务人员VIP专员,1
系统架构设计师仪器/仪表/计量分析师,1
市场/营销/拓展专员客服专员/助理,1
物流专员/助理生产计划/物料管理,1
普工/操作工轨道交通工程师/技术员,1
风险管理/控制,6
模具工程师工程/设备工程师,1
客服专员/助理市场/营销/拓展专员,1
生产计划/物料管理营运主管,2
焊工管道/暖通,1
化学分析测试员生物工程/生物制药,1
高级建筑工程师/总工,1
售前/售后技术支持主管市场/营销/拓展专员,1
汽车检验/检测,2
生物工程/生物制药医药技术研发人员,1
商务经理业务拓展主管/经理,1
市场/营销/拓展经理销售工程师,1
电子工程师/技术员电力工程师/技术员,1
产品总监电子产品经理/产品工程师,1
C/C++开发工程师脚本开发工程师,1
金融/经济研究员投资者关系,1
FPGA开发工程师电子工程师/技术员,1
电池/电源开发高级硬件工程师,1
财务分析经理/主管成本经理/成本主管,1
业务拓展主管/经理网络推广专员,1
产品工艺/制程工程师工程/设备主管,1
电子工程师/技术员半导体器件工程师,1
运营经理市场企划经理/主管,1
大学/大专应届毕业生销售代表,1
市场企划经理/主管市场/营销/拓展经理,2
激光/光电子技术电气工程师/技术员,1
供应链主管/专员订单处理员,1
工业工程师工程/设备主管,1
生产领班/组长普工/操作工,1
合规经理风险管理/控制,1
配菜/打荷,3
汽车/摩托车工程师机械工程师,1
注塑工程师/技师模具工程师,1
网站维护工程师技术支持/维护工程师,1
产品工艺/制程工程师材料工程师,1
客户经理/主管渠道/分销经理,1
市场助理市场分析/调研人员,1
工业设计/产品设计结构工程师,1
其他校对/录入,1
光通信工程师集成电路IC设计/应用工程师,1
C/C++开发工程师数字后端工程师,1
销售代表市场/营销/拓展经理,1
渠道/分销专员业务拓展主管/经理,1
生产经理/车间主任质量管理/测试主管,1
生产计划/物料管理订单处理员,2
客服专员/助理后勤,1
采购员物料主管/专员,1
客服专员/助理客服主管,1
自动控制工程师/技术员机器人调试工程师,1
产品经理/主管其他,1
销售代表业务分析经理/主管,1
总裁助理/总经理助理经理助理/秘书,1
集成电路IC设计/应用工程师硬件工程师,5
产品工艺/制程工程师电子技术研发工程师,1
新能源电机工程师电气工程师/技术员,1
经理助理/秘书档案管理员,1
审计经理/主管合规经理,1
电子工程师/技术员电子销售工程师,1
美工/电商设计师网店客服,1
售前/售后技术支持工程师业务拓展主管/经理,1
技术支持/维护经理售前/售后技术支持工程师,1
副总经理/副总裁首席运营官COO,1
集成电路IC设计/应用工程师EDA工程师,2
网络销售/在线销售直播销售,1
电商运营贸易/外贸经理/主管,1
其他工程/机械绘图员,1
测绘/测量,4
行政经理/主管/办公室主任营运主管,1
审核员环境/健康/安全经理/主管,1
维修经理/主管维修工程师,1
电力工程师/技术员电子工程师/技术员,1
工程造价师/预结算经理,5
市场企划专员市场/营销/拓展专员,1
网络推广经理/主管,3
投资/理财顾问,1
美容培训师/导师,1
业务分析经理/主管,4
作家/撰稿人,1
汽车/摩托车工程师,1
摄影师/摄像师,6
寻呼员/话务员,2
金融/经济研究员,1
运输经理/主管,1
社区/社群运营,2
营业部总经理/副总经理,1
园艺/园林/景观设计,1
销售经理/销售代表,1
打样/制版,1
会务/会展经理,6
行政主厨/厨师长,2
团购经理/主管,2
会务/会展主管,1
食品/饮料研发,1
育婴师/保育员,1
高级客户经理/客户经理,2
冲压工程师/技师,3
保险业务经理/主管,2
店员/营业员,5
主播/主持人,1
平面设计经理/主管,1
会务/会展专员,1
公路/桥梁/港口/隧道工程,1
服装/纺织/皮革跟单,1
集成电路IC设计/应用工程师无线通信工程师,1
电子工程师/技术员质检员/测试员,1
电子工程师/技术员维修工程师,1
销售行政助理贸易/外贸专员/助理,2
工程/设备工程师自动控制工程师/技术员,2
电路工程师/技术员硬件工程师,1
其他质量管理/测试主管,1
贸易/外贸专员/助理项目执行/协调人员,1
贸易/外贸专员/助理销售工程师,1
技术文员/助理电子工程师/技术员,1
注塑工装配工程师/技师,1
客服专员/助理经理助理/秘书,1
电子/电器维修工程师/技师电声/音响工程师/技术员,1
仪器/仪表/计量分析师自动控制工程师/技术员,1
电子/电器维修工程师/技师硬件测试工程师,2
商务主管/专员销售行政助理,1
产品规划工程师项目经理/主管,1
集成电路IC设计/应用工程师销售工程师,1
电路工程师/技术员数字前端工程师,1
销售经理售前/售后技术支持工程师,1
销售经理电子工程师/技术员,1
无线通信工程师电气工程师/技术员,1
激光/光电子技术技术支持/维护工程师,2
贸易/外贸专员/助理行政专员/助理,1
普工/操作工质检员/测试员,3
集成电路IC设计/应用工程师通信技术工程师,2
化工技术应用/化工工程师半导体工艺工程师,1
半导体技术产品工艺/制程工程师,2
电子工程师/技术员手机维修,1
普工/操作工后勤,1
销售工程师电子工程师/技术员,2
夹具工程师/技师机械工程师,1
客户经理/主管项目经理/主管,1
集成电路IC设计/应用工程师计算机辅助设计工程师,1
半导体技术知识产权/专利/商标,1
电子工程师/技术员高级硬件工程师,2
生产计划/物料管理生产计划/物料管理,1
技术支持/维护工程师电子设备工程师,1
项目管理行政专员/助理,1
电气工程师/技术员产品工艺/制程工程师,1
建筑工程管理/项目经理智能大厦/综合布线/安防/弱电,1
注塑工程师/技师模具工,1
电子技术研发工程师电路工程师/技术员,3
销售行政助理商务主管/专员,1
知识产权/专利/商标经理助理/秘书,1
电气工程师/技术员质量管理/测试主管,1
电子工程师/技术员家用电器/数码产品研发,1
产品/品牌主管,1
工程/设备工程师半导体技术,1
建筑工程管理/项目经理建筑项目助理,2
装配工程师/技师机修工,1
售前/售后技术支持工程师半导体技术,1
质检员/测试员管道/暖通,1
半导体技术市场分析/调研人员,1
网络销售/在线销售客户经理/主管,1
CNC工程师夹具工程师/技师,2
行政专员/助理客服专员/助理,1
前台接待/总机/接待生客服专员/助理,1
贸易/外贸经理/主管业务跟单经理,1
储备干部经理助理/秘书,1
售前/售后技术支持主管大客户管理,1
质检员/测试员仪器/仪表/计量分析师,1
贸易/外贸经理/主管市场/营销/拓展经理,1
销售工程师客户经理/主管,1
业务分析专员/助理销售行政专员,1
给排水/暖通工程空调工,1
结构工程师工程/设备工程师,1
电气工程师/技术员电子软件开发,1
工程/机械绘图员产品工艺/制程工程师,1
移动开发工程师通信产品经理/产品工程师,1
工程/设备工程师技工,1
财务助理/财务文员销售行政助理,1
技术文员/助理软件测试工程师,1
电力工程师/技术员电工,1
射频工程师电路工程师/技术员,1
工业设计/产品设计展览/展示/店面设计,1
服装/纺织设计总监售前/售后技术支持工程师,1
图书管理员/资料管理员行政专员/助理,1
总工程师/副总工程师项目工程师,1
副总经理/副总裁总监/部门经理,1
电池/电源开发半导体工艺工程师,1
产品工艺/制程工程师CNC工程师,1
电池/电源开发结构工程师,1
质量管理/测试工程师半导体工艺工程师,1
电子技术研发工程师电子/电器维修工程师/技师,1
集成电路IC设计/应用工程师电池/电源开发,2
大学/大专应届毕业生储备干部,1
生产主管注塑工程师/技师,1
铸造/锻造工程师/技师,1
C/C++开发工程师通信产品经理/产品工程师,1
硬件测试工程师技术支持/维护工程师,1
生产领班/组长生产经理/车间主任,1
行政专员/助理招商/租赁/租售,1
质量管理/测试工程师客服专员/助理,1
维修工程师工程/设备经理,1
韩语/朝鲜语翻译软件工程师,1
技术总监/经理技术支持/维护经理,1
财务经理财务主管/总账主管,2
生产计划/物料管理买手,1
嵌入式软件开发自动控制工程师/技术员,1
质量管理/测试主管标准化工程师,1
销售行政经理/主管客服主管,1
贸易/外贸经理/主管总监/部门经理,1
自动控制工程师/技术员售前/售后技术支持工程师,1
模具工程师冲压工程师/技师,2
区域销售经理客户经理/主管,1
普工/操作工学徒工,1
晒版员印刷排版/制版,1
电气工程师/技术员FAE 现场应用工程师,1
项目执行/协调人员技术支持/维护工程师,1
客户经理/主管贸易/外贸专员/助理,1
电子工程师/技术员系统集成工程师,1
客服专员/助理客户经理/主管,1
产品工艺/制程工程师生产计划/物料管理,1
生产经理/车间主任电子/电器维修工程师/技师,1
后勤客服专员/助理,1
工程/设备经理工程/设备主管,1
售前/售后技术支持工程师技术文员/助理,1
采购助理经理助理/秘书,1
电力线路工电气工程师/技术员,1
销售代表售前/售后技术支持工程师,1
网络销售/在线销售渠道/分销专员,1
质检员/测试员质量管理/测试经理,1
经理助理/秘书企业秘书/董事会秘书,1
电商经理/电商主管电商运营,1
售前/售后技术支持工程师机电工程师,1
售前/售后技术支持主管客服专员/助理,1
生物工程/生物制药生物工程/生物制药,1
市场企划经理/主管文案/策划,1
网络工程师技术支持/维护经理,1
半导体工艺工程师电子工程师/技术员,1
电子工程师/技术员采购员,1
电子工程师/技术员销售行政专员,1
半导体工艺工程师工程/设备工程师,1
技术文员/助理技术支持/维护工程师,1
渠道/分销专员渠道/分销专员,1
通信技术工程师智能大厦/综合布线/安防/弱电,1
产品/品牌专员市场/营销/拓展专员,1
电子工程师/技术员工程/设备工程师,1
质检员/测试员软件测试工程师,1
技术研发工程师技术文员/助理,1
采购助理大学/大专应届毕业生,1
电路工程师/技术员电路工程师/技术员,2
其他售前/售后技术支持工程师,1
体系工程师环境/健康/安全工程师,1
绩效考核专员/助理销售行政助理,1
科研人员化工实验室研究员/技术员,1
前台接待/总机/接待生商务主管/专员,1
产品工艺/制程工程师通信技术工程师,1
生产计划/物料管理产品工艺/制程工程师,1
销售工程师生物工程/生物制药,1
建筑机电工程师电气工程师/技术员,1
智能大厦/综合布线/安防/弱电建筑机电工程师,1
电子工程师/技术员软件工程师,1
激光/光电子技术半导体工艺工程师,1
销售行政经理/主管大客户销售,1
贸易/外贸专员/助理商务助理,1
音效师电声/音响工程师/技术员,1
集成电路IC设计/应用工程师激光/光电子技术,1
质量管理/测试工程师质量管理/测试经理,1
其他韩语/朝鲜语翻译,1
集成电路IC设计/应用工程师光源与照明工程,1
普工/操作工大学/大专应届毕业生,1
市场/营销/拓展专员文案/策划,1
生产总监电子工程师/技术员,1
仪器/仪表/计量分析师电气工程师/技术员,1
采购助理贸易/外贸专员/助理,1
集成电路IC设计/应用工程师调研员,1
工业设计/产品设计包装设计,1
贸易/外贸经理/主管销售主管,1
质量管理/测试工程师采购材料、设备质量管理,1
电声/音响工程师/技术员集成电路IC设计/应用工程师,1
工程/设备工程师工程/机械绘图员,1
普工/操作工包装工,1
激光/光电子技术光通信工程师,1
汽车电子工程师售前/售后技术支持主管,1
销售行政专员经理助理/秘书,1
售前/售后技术支持工程师客服专员/助理,1
电工智能大厦/综合布线/安防/弱电,1
行政专员/助理行政专员/助理,1
技术支持/维护经理售前/售后技术支持经理,1
产品/品牌专员公关专员,1
电气工程师/技术员技工,1
自动控制工程师/技术员项目工程师,1
数据库工程师技术支持/维护工程师,1
化工技术应用/化工工程师化工技术应用/化工工程师,1
半导体技术工程/设备主管,1
半导体产品经理/产品工程师电子产品经理/产品工程师,1
结构工程师夹具工程师/技师,1
机械工程师售前/售后技术支持工程师,1
电子工程师/技术员数据通信工程师,1
采购员生产计划/物料管理,1
销售行政经理/主管销售行政专员,1
储备干部售前/售后技术支持工程师,1
硬件工程师家用电器/数码产品研发,1
产品/品牌经理市场/营销/拓展主管,1
市场/营销/拓展主管市场分析/调研人员,1
财务助理/财务文员股票/期货操盘手,1
电子软件开发电池/电源开发,1
客服专员/助理业务跟单,1
集成电路IC设计/应用工程师电子/电器维修工程师/技师,1
设备主管工程/设备主管,1
风险管理/控制信审核查,1
销售代表电子工程师/技术员,1
总裁助理/总经理助理销售工程师,1
电子/电器维修工程师/技师技术支持/维护工程师,1
出纳员行政专员/助理,1
FAE 现场应用工程师产品/品牌主管,1
项目执行/协调人员知识产权/专利/商标,1
建筑机电工程师给排水/暖通工程,5
